locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFNABGGJ_00353	CDS	651	yecS_1		COG0765	L-cystine transport system permease protein YecS
MFNABGGJ_00354	CDS	669	yecS_2		COG0765	L-cystine transport system permease protein YecS
MFNABGGJ_00355	CDS	786	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
MFNABGGJ_00356	CDS	696	glcC		COG2186	Glc operon transcriptional activator
MFNABGGJ_00357	CDS	330	trxA		COG0526	Thioredoxin 1
MFNABGGJ_00358	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MFNABGGJ_00359	CDS	1986				hypothetical protein
MFNABGGJ_00360	CDS	1467	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MFNABGGJ_00361	CDS	969	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
MFNABGGJ_00362	CDS	477				hypothetical protein
MFNABGGJ_00363	CDS	2394	btuB_1			Vitamin B12 transporter BtuB
MFNABGGJ_00364	CDS	654	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
MFNABGGJ_00365	CDS	1338	glpT_1		COG2271	Glycerol-3-phosphate transporter
MFNABGGJ_00366	CDS	615				hypothetical protein
MFNABGGJ_00367	CDS	978	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
MFNABGGJ_00368	CDS	408				hypothetical protein
MFNABGGJ_00369	CDS	1119	yhhJ		COG0842	Inner membrane transport permease YhhJ
MFNABGGJ_00370	CDS	2721	rbbA		COG0842	Ribosome-associated ATPase
MFNABGGJ_00371	CDS	966				hypothetical protein
MFNABGGJ_00372	CDS	450				hypothetical protein
MFNABGGJ_00373	CDS	150				hypothetical protein
MFNABGGJ_00374	CDS	630		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
MFNABGGJ_00375	CDS	318	zapA		COG3027	Cell division protein ZapA
MFNABGGJ_00376	CDS	210				hypothetical protein
MFNABGGJ_00377	CDS	558				hypothetical protein
MFNABGGJ_00378	CDS	1323	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
MFNABGGJ_00379	CDS	1188	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
MFNABGGJ_00380	CDS	486				hypothetical protein
MFNABGGJ_00381	CDS	1224	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
MFNABGGJ_00382	CDS	1005			COG1840	putative binding protein component of ABC iron transporter
MFNABGGJ_00383	CDS	1617				hypothetical protein
MFNABGGJ_00384	CDS	1083	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
MFNABGGJ_00385	CDS	384	gcvH_1		COG0509	Glycine cleavage system H protein
MFNABGGJ_00386	CDS	1143	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MFNABGGJ_00387	CDS	672				hypothetical protein
MFNABGGJ_00388	CDS	318				hypothetical protein
MFNABGGJ_00389	CDS	447	ybbJ		COG1585	Inner membrane protein YbbJ
MFNABGGJ_00390	CDS	921	qmcA		COG0330	Protein QmcA
MFNABGGJ_00391	CDS	1704				hypothetical protein
MFNABGGJ_00392	CDS	339				hypothetical protein
MFNABGGJ_00393	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
MFNABGGJ_00394	CDS	1368				hypothetical protein
MFNABGGJ_00395	CDS	1149	argE_1	3.5.1.16		Acetylornithine deacetylase
MFNABGGJ_00396	CDS	1299	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
MFNABGGJ_00397	CDS	1344	nicP_1			Porin-like protein NicP
MFNABGGJ_00398	CDS	639		1.11.1.15	COG0450	Peroxiredoxin
MFNABGGJ_00399	CDS	594	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
MFNABGGJ_00400	CDS	969	ssuA_1			Putative aliphatic sulfonates-binding protein
MFNABGGJ_00401	CDS	1149	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
MFNABGGJ_00402	CDS	789	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MFNABGGJ_00403	CDS	807	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MFNABGGJ_00404	CDS	216				hypothetical protein
MFNABGGJ_00405	CDS	636				hypothetical protein
MFNABGGJ_00406	CDS	1377	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
MFNABGGJ_00407	CDS	780	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
MFNABGGJ_00408	CDS	1359	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
MFNABGGJ_00409	CDS	1365	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
MFNABGGJ_00410	CDS	1110	spuD_2		COG0687	Putrescine-binding periplasmic protein SpuD
MFNABGGJ_00411	CDS	1095	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
MFNABGGJ_00412	CDS	1143	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MFNABGGJ_00413	CDS	921	potH_1		COG1176	Putrescine transport system permease protein PotH
MFNABGGJ_00414	CDS	888	ydcV_1			Inner membrane ABC transporter permease protein YdcV
MFNABGGJ_00415	CDS	642				hypothetical protein
MFNABGGJ_00416	CDS	966	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
MFNABGGJ_00417	CDS	354				hypothetical protein
MFNABGGJ_00418	CDS	903	mtrA_1			HTH-type transcriptional regulator MtrA
MFNABGGJ_00419	CDS	2364	quiP_1	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
MFNABGGJ_00420	CDS	1086				hypothetical protein
MFNABGGJ_00421	CDS	882				hypothetical protein
MFNABGGJ_00422	CDS	1227	wecE	2.6.1.59		dTDP-4-amino-4,6-dideoxygalactose transaminase
MFNABGGJ_00423	CDS	414	arnE_1			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MFNABGGJ_00424	CDS	357	arnE_2			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MFNABGGJ_00425	CDS	585				hypothetical protein
MFNABGGJ_00426	CDS	942	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MFNABGGJ_00427	CDS	753				hypothetical protein
MFNABGGJ_00428	CDS	633				hypothetical protein
MFNABGGJ_00429	CDS	498				hypothetical protein
MFNABGGJ_00430	CDS	780	fliY_1		COG0834	L-cystine-binding protein FliY
MFNABGGJ_00431	CDS	441				hypothetical protein
MFNABGGJ_00432	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MFNABGGJ_00433	CDS	1419		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MFNABGGJ_00434	CDS	666	ycgM_1		COG0179	putative protein YcgM
MFNABGGJ_00435	CDS	930				hypothetical protein
MFNABGGJ_00436	CDS	906	yjiK		COG3204	putative protein YjiK
MFNABGGJ_00437	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MFNABGGJ_00438	CDS	1515	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MFNABGGJ_00439	CDS	414				hypothetical protein
MFNABGGJ_00440	CDS	657		3.1.3.-	COG0560	putative phosphatase
MFNABGGJ_00441	CDS	480	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
MFNABGGJ_00442	CDS	2280	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
MFNABGGJ_00443	CDS	747				hypothetical protein
MFNABGGJ_00444	CDS	783				hypothetical protein
MFNABGGJ_00445	CDS	813	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MFNABGGJ_00446	CDS	834	thyA	2.1.1.45	COG0207	Thymidylate synthase
MFNABGGJ_00447	CDS	450	zntR		COG0789	HTH-type transcriptional regulator ZntR
MFNABGGJ_00448	CDS	2271	cadA_2	3.6.3.3		Cadmium-transporting ATPase
MFNABGGJ_00449	CDS	864	cmpR_2			HTH-type transcriptional activator CmpR
MFNABGGJ_00450	CDS	1065	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MFNABGGJ_00451	CDS	1725				hypothetical protein
MFNABGGJ_00452	CDS	1017			COG1840	putative protein
MFNABGGJ_00453	CDS	1125	mnmC_1	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MFNABGGJ_00454	CDS	555	phnZ	1.13.11.78		2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming)
MFNABGGJ_00455	CDS	1374				hypothetical protein
MFNABGGJ_00456	CDS	1380				putative membrane protein
MFNABGGJ_00457	CDS	513				IS1595 family transposase ISSsu9
MFNABGGJ_00458	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
MFNABGGJ_00459	CDS	1059				hypothetical protein
MFNABGGJ_00460	CDS	1842	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MFNABGGJ_00461	CDS	1200	ydhC_1			Inner membrane transport protein YdhC
MFNABGGJ_00462	CDS	1083				hypothetical protein
MFNABGGJ_00463	CDS	1197	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MFNABGGJ_00464	CDS	867				hypothetical protein
MFNABGGJ_00465	CDS	813	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
MFNABGGJ_00466	CDS	252	fdx_1		COG1145	Ferredoxin
MFNABGGJ_00467	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MFNABGGJ_00468	CDS	1596		1.1.-.-	COG2303	putative GMC-type oxidoreductase
MFNABGGJ_00469	CDS	546				hypothetical protein
MFNABGGJ_00470	CDS	1428	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
MFNABGGJ_00471	CDS	672				hypothetical protein
MFNABGGJ_00472	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
MFNABGGJ_00473	CDS	996				hypothetical protein
MFNABGGJ_00474	CDS	612	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MFNABGGJ_00475	CDS	1491				hypothetical protein
MFNABGGJ_00476	CDS	1356		3.4.24.-	COG0612	putative zinc protease
MFNABGGJ_00477	CDS	1416	ftsY			Signal recognition particle receptor FtsY
MFNABGGJ_00478	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
MFNABGGJ_00479	CDS	1023	ftsX		COG2177	Cell division protein FtsX
MFNABGGJ_00480	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
MFNABGGJ_00481	CDS	723	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
MFNABGGJ_00482	CDS	378				hypothetical protein
MFNABGGJ_00483	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
MFNABGGJ_00484	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
MFNABGGJ_00485	CDS	726	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MFNABGGJ_00486	CDS	324				hypothetical protein
MFNABGGJ_00487	CDS	1203	hemW		COG0635	Heme chaperone HemW
MFNABGGJ_00488	CDS	597	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MFNABGGJ_00489	CDS	435				hypothetical protein
MFNABGGJ_00490	CDS	621				hypothetical protein
MFNABGGJ_00491	CDS	1140	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
MFNABGGJ_00492	CDS	588				hypothetical protein
MFNABGGJ_00493	CDS	819	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MFNABGGJ_00494	CDS	687	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MFNABGGJ_00495	CDS	1035	pilT		COG2805	Twitching mobility protein
MFNABGGJ_00496	CDS	636				hypothetical protein
MFNABGGJ_00497	CDS	429				hypothetical protein
MFNABGGJ_00498	CDS	1272	pyrC'		COG0044	Dihydroorotase-like protein
MFNABGGJ_00499	CDS	1005	pyrB	2.1.3.2		Aspartate carbamoyltransferase
MFNABGGJ_00500	CDS	507	pyrR	2.4.2.9		Bifunctional protein PyrR
MFNABGGJ_00501	CDS	438	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MFNABGGJ_00502	CDS	570				hypothetical protein
MFNABGGJ_00503	CDS	900				hypothetical protein
MFNABGGJ_00504	CDS	954	gshB	6.3.2.3	COG0189	Glutathione synthetase
MFNABGGJ_00505	CDS	408	walR		COG0745	Transcriptional regulatory protein WalR
MFNABGGJ_00506	CDS	366	pleD			Response regulator PleD
MFNABGGJ_00507	CDS	525				hypothetical protein
MFNABGGJ_00508	CDS	2052				hypothetical protein
MFNABGGJ_00509	CDS	5841	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_00510	CDS	456				hypothetical protein
MFNABGGJ_00511	CDS	384				hypothetical protein
MFNABGGJ_00512	CDS	438				hypothetical protein
MFNABGGJ_00513	CDS	288	yddM		COG3093	putative HTH-type transcriptional regulator YddM
MFNABGGJ_00514	CDS	249				hypothetical protein
MFNABGGJ_00515	CDS	630				hypothetical protein
MFNABGGJ_00516	CDS	429				hypothetical protein
MFNABGGJ_00517	CDS	1671	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
MFNABGGJ_00518	CDS	849	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
MFNABGGJ_00519	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
MFNABGGJ_00520	CDS	843	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
MFNABGGJ_00521	CDS	777	madD	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADD
MFNABGGJ_00522	CDS	594	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
MFNABGGJ_00523	CDS	906	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MFNABGGJ_00524	CDS	414				hypothetical protein
MFNABGGJ_00525	CDS	765				hypothetical protein
MFNABGGJ_00526	CDS	915	gltC_1			HTH-type transcriptional regulator GltC
MFNABGGJ_00527	CDS	543				hypothetical protein
MFNABGGJ_00528	CDS	567				hypothetical protein
MFNABGGJ_00529	CDS	618				hypothetical protein
MFNABGGJ_00530	CDS	903	hdfR_1			HTH-type transcriptional regulator HdfR
MFNABGGJ_00531	CDS	1242	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
MFNABGGJ_00532	CDS	354	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MFNABGGJ_00533	CDS	903	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
MFNABGGJ_00534	CDS	720	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MFNABGGJ_00535	CDS	1407	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MFNABGGJ_00536	CDS	552	yceJ_1		COG3038	Cytochrome b561 
MFNABGGJ_00537	CDS	597	yceI_1		COG2353	Protein YceI
MFNABGGJ_00538	CDS	1887	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
MFNABGGJ_00539	CDS	804				hypothetical protein
MFNABGGJ_00540	CDS	1128				hypothetical protein
MFNABGGJ_00541	CDS	846	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MFNABGGJ_00542	CDS	1410	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
MFNABGGJ_00543	CDS	405				hypothetical protein
MFNABGGJ_00544	CDS	888	yfdC		COG2116	Inner membrane protein YfdC
MFNABGGJ_00545	CDS	1266	nhaP		COG0025	Na(+)/H(+) antiporter NhaP
MFNABGGJ_00546	CDS	1170	ydhP_1		COG2814	Inner membrane transport protein YdhP
MFNABGGJ_00547	CDS	834				hypothetical protein
MFNABGGJ_00548	CDS	387				hypothetical protein
MFNABGGJ_00549	CDS	1173	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
MFNABGGJ_00550	CDS	450				hypothetical protein
MFNABGGJ_00551	CDS	396				hypothetical protein
MFNABGGJ_00552	CDS	1689	ligB	6.5.1.2	COG0272	DNA ligase B
MFNABGGJ_00553	CDS	342				hypothetical protein
MFNABGGJ_00554	CDS	1272	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MFNABGGJ_00555	CDS	996	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MFNABGGJ_00556	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
MFNABGGJ_00557	CDS	1050	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
MFNABGGJ_00558	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MFNABGGJ_00559	CDS	228				hypothetical protein
MFNABGGJ_00560	CDS	336				hypothetical protein
MFNABGGJ_00561	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
MFNABGGJ_00562	CDS	666	alyA	4.2.2.3		Alginate lyase
MFNABGGJ_00563	CDS	2112			COG2199	putative signaling protein
MFNABGGJ_00564	CDS	501	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
MFNABGGJ_00565	CDS	297				hypothetical protein
MFNABGGJ_00566	CDS	453	elaA		COG2153	Protein ElaA
MFNABGGJ_00567	CDS	738				hypothetical protein
MFNABGGJ_00568	CDS	2184	yccS		COG1289	Inner membrane protein YccS
MFNABGGJ_00569	CDS	1179			COG2081	putative protein
MFNABGGJ_00570	CDS	1386	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MFNABGGJ_00571	CDS	1428	hsrA_1			putative transport protein HsrA
MFNABGGJ_00572	CDS	891	rhlA_1	2.3.1.-		3-(3-hydroxydecanoyloxy)decanoate synthase
MFNABGGJ_00573	CDS	1317				hypothetical protein
MFNABGGJ_00574	CDS	1443				hypothetical protein
MFNABGGJ_00575	CDS	1704	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
MFNABGGJ_00576	CDS	1473	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
MFNABGGJ_00577	CDS	594	betI_2		COG1309	HTH-type transcriptional regulator BetI
MFNABGGJ_00578	CDS	1992	caiT			L-carnitine/gamma-butyrobetaine antiporter
MFNABGGJ_00579	CDS	1179	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MFNABGGJ_00580	CDS	846	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
MFNABGGJ_00581	CDS	948				hypothetical protein
MFNABGGJ_00582	CDS	1377	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
MFNABGGJ_00583	CDS	1104	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
MFNABGGJ_00584	CDS	264				hypothetical protein
MFNABGGJ_00585	CDS	1161		1.14.11.1		Gamma-butyrobetaine dioxygenase
MFNABGGJ_00586	CDS	477	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
MFNABGGJ_00587	CDS	966	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
MFNABGGJ_00588	CDS	888	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
MFNABGGJ_00589	CDS	945				hypothetical protein
MFNABGGJ_00590	CDS	945	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
MFNABGGJ_00591	CDS	417				hypothetical protein
MFNABGGJ_00592	CDS	402				hypothetical protein
MFNABGGJ_00593	CDS	978				hypothetical protein
MFNABGGJ_00594	CDS	531				hypothetical protein
MFNABGGJ_00595	CDS	2061	stcD	1.-.-.-		putative N-methylproline demethylase
MFNABGGJ_00596	CDS	1941				hypothetical protein
MFNABGGJ_00597	CDS	1221	fixB			Protein FixB
MFNABGGJ_00598	CDS	771				hypothetical protein
MFNABGGJ_00599	CDS	1296		1.14.13.239		Carnitine monooxygenase oxygenase subunit
MFNABGGJ_00600	CDS	1101	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
MFNABGGJ_00601	CDS	201				hypothetical protein
MFNABGGJ_00602	CDS	1041	ltaE_1	4.1.2.48		Low specificity L-threonine aldolase
MFNABGGJ_00603	CDS	729				hypothetical protein
MFNABGGJ_00604	CDS	1254	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MFNABGGJ_00605	CDS	1251	soxB	1.5.3.1		Sarcosine oxidase subunit beta
MFNABGGJ_00606	CDS	303	soxD	1.5.3.1		Sarcosine oxidase subunit delta
MFNABGGJ_00607	CDS	3018	soxA	1.5.3.1		Sarcosine oxidase subunit alpha
MFNABGGJ_00608	CDS	633	soxG	1.5.3.1		Sarcosine oxidase subunit gamma
MFNABGGJ_00609	CDS	858	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MFNABGGJ_00610	CDS	1200	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
MFNABGGJ_00611	CDS	459				hypothetical protein
MFNABGGJ_00612	CDS	522				hypothetical protein
MFNABGGJ_00613	CDS	678				hypothetical protein
MFNABGGJ_00614	CDS	636	sigK_1		COG1595	ECF RNA polymerase sigma factor SigK
MFNABGGJ_00615	CDS	570				hypothetical protein
MFNABGGJ_00616	CDS	888	yihG_1	2.3.-.-	COG0204	putative acyltransferase YihG
MFNABGGJ_00617	CDS	501				hypothetical protein
MFNABGGJ_00618	CDS	669	creB		COG0745	Transcriptional regulatory protein CreB
MFNABGGJ_00619	CDS	1440	creC	2.7.13.3	COG0642	Sensor protein CreC
MFNABGGJ_00620	CDS	1350	creD		COG4452	Inner membrane protein CreD
MFNABGGJ_00621	CDS	630	yibF_1		COG0625	putative GST-like protein YibF
MFNABGGJ_00622	CDS	177				hypothetical protein
MFNABGGJ_00623	CDS	1104				hypothetical protein
MFNABGGJ_00624	CDS	2430	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
MFNABGGJ_00625	CDS	969	fecR_1		COG3712	Protein FecR
MFNABGGJ_00626	CDS	384	fecI_1		COG1595	putative RNA polymerase sigma factor FecI
MFNABGGJ_00627	CDS	708	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
MFNABGGJ_00628	CDS	1962				hypothetical protein
MFNABGGJ_00629	CDS	537	rssB_1			Regulator of RpoS
MFNABGGJ_00630	CDS	2178	glcB	2.3.3.9	COG2225	Malate synthase G
MFNABGGJ_00631	CDS	519				hypothetical protein
MFNABGGJ_00632	CDS	885	rarD_1		COG2962	Protein RarD
MFNABGGJ_00633	CDS	975	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
MFNABGGJ_00634	CDS	1899				hypothetical protein
MFNABGGJ_00635	CDS	765	modE		COG2005	DNA-binding transcriptional dual regulator ModE
MFNABGGJ_00636	CDS	738				hypothetical protein
MFNABGGJ_00637	CDS	1056	bioB	2.8.1.6	COG0502	Biotin synthase
MFNABGGJ_00638	CDS	1179	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
MFNABGGJ_00639	CDS	732	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
MFNABGGJ_00640	CDS	810	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
MFNABGGJ_00641	CDS	681	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
MFNABGGJ_00642	CDS	282				hypothetical protein
MFNABGGJ_00643	CDS	1806	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MFNABGGJ_00644	CDS	1290				hypothetical protein
MFNABGGJ_00645	CDS	1785	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MFNABGGJ_00646	CDS	1779	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MFNABGGJ_00647	CDS	891	cynR_2			HTH-type transcriptional regulator CynR
MFNABGGJ_00648	CDS	1281	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
MFNABGGJ_00649	CDS	366				hypothetical protein
MFNABGGJ_00650	CDS	321				hypothetical protein
MFNABGGJ_00651	CDS	159				hypothetical protein
MFNABGGJ_00652	CDS	1161	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
MFNABGGJ_00653	CDS	276	pqqD			PqqA binding protein
MFNABGGJ_00654	CDS	753	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
MFNABGGJ_00655	CDS	912	pqqB		COG1235	Coenzyme PQQ synthesis protein B
MFNABGGJ_00656	CDS	123	pqqA			Coenzyme PQQ synthesis protein A
MFNABGGJ_00657	tRNA	89				tRNA-Cys(gca)
MFNABGGJ_00658	CDS	795	ramA_1	3.5.1.100		(R)-stereoselective amidase
MFNABGGJ_00659	CDS	1704	iaaM	1.13.12.3		Tryptophan 2-monooxygenase
MFNABGGJ_00660	CDS	483	asnC		COG1522	Regulatory protein AsnC
MFNABGGJ_00661	CDS	912	xypA		COG1879	Xylitol-binding protein
MFNABGGJ_00662	CDS	2361	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
MFNABGGJ_00663	CDS	867	cmpR_3			HTH-type transcriptional activator CmpR
MFNABGGJ_00664	CDS	426				hypothetical protein
MFNABGGJ_00665	CDS	1245	cnbH_1	3.5.99.5		2-amino-5-chloromuconic acid deaminase
MFNABGGJ_00666	CDS	519				hypothetical protein
MFNABGGJ_00667	tRNA	77				tRNA-Met(cat)
MFNABGGJ_00668	CDS	3744	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MFNABGGJ_00669	CDS	1851	rpoD		COG0568	RNA polymerase sigma factor RpoD
MFNABGGJ_00670	CDS	1962	dnaG	2.7.7.-	COG0358	DNA primase
MFNABGGJ_00671	CDS	216	rpsU		COG0828	30S ribosomal protein S21
MFNABGGJ_00672	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MFNABGGJ_00673	CDS	570	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
MFNABGGJ_00674	CDS	354	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
MFNABGGJ_00675	CDS	519				hypothetical protein
MFNABGGJ_00676	CDS	1236	cca		COG0617	Multifunctional CCA protein
MFNABGGJ_00677	CDS	1563				hypothetical protein
MFNABGGJ_00678	CDS	1272				hypothetical protein
MFNABGGJ_00679	CDS	1923				hypothetical protein
MFNABGGJ_00680	CDS	330	glpE_1	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
MFNABGGJ_00681	CDS	852	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
MFNABGGJ_00682	CDS	381	apaG		COG2967	Protein ApaG
MFNABGGJ_00683	CDS	813	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
MFNABGGJ_00684	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
MFNABGGJ_00685	CDS	1344	surA_1	5.2.1.8	COG0760	Chaperone SurA
MFNABGGJ_00686	CDS	2811	lptD		COG1452	LPS-assembly protein LptD
MFNABGGJ_00687	CDS	1020	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
MFNABGGJ_00688	CDS	675	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
